image_id,source_dataset,dataset_version,image_path,split,task_type,subtype_label,severity_label,annotation_type,skin_tone,body_region,clinical_quality,dermatologist_verified,duplicate_cluster,source_weight,confidence_source,primary_use,condition_family,notes
kurnaz_000035,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-141_jpg.rf.fb1199324075ca9348337d6357f172de.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 307.24.
kurnaz_000036,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-142_jpg.rf.9ffefe2ae2611433749ba9e3198ce75e.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 335.03.
kurnaz_000037,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-145_jpg.rf.0a5ef2e06e9910a40d972dca98b41eef.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 390.41.
kurnaz_000038,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-146_jpg.rf.ad8dd4f3dbbff83b7a2081bfbf2fee4e.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 230.28.
kurnaz_000039,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-14_jpeg.rf.147d68756bf7b24c32159f65a026346d.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 65.32.
kurnaz_000040,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-150_jpg.rf.ffcc725634ec3221b86686905e57e399.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 196.91.
kurnaz_000041,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-151_jpg.rf.638c693eb9342b4800bd8b1758e566e1.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 268.18.
kurnaz_000042,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-153_jpg.rf.26750acfcfc53810f96cae56aa2c4462.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 556.85.
kurnaz_000043,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-154_jpg.rf.3a3be14df7e5a70b268d664010e1383e.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 327.81.
kurnaz_000044,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-154_jpg.rf.aa10f14b351652c5646e22544670738c.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 345.9.
kurnaz_000045,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-157_jpg.rf.89ce37476eb116348c9be25774e30727.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 203.13.
kurnaz_000046,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-157_jpg.rf.ef7e9923abad787cede0228467c8924a.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 116.65.
kurnaz_000047,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-158_jpg.rf.9c07578d00524a159f65bff978a79c5a.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 397.02.
kurnaz_000048,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-159_jpg.rf.0c98a05944768d0fcb2e6ac369394f30.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,borderline,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 40.99.
kurnaz_000049,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-159_jpg.rf.1e5a07658d750d8ba5461046e276e5f0.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 174.71.
kurnaz_000050,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-160_jpg.rf.b50f56372db5685c5301c83c555a777a.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 154.82.
kurnaz_000051,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-161_jpg.rf.78459635cae3ff835cac7159c10bce51.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 115.83.
kurnaz_000052,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-162_jpg.rf.3e7a961c691682bef628b7784a4dd8e7.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 143.97.
kurnaz_000053,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-165_jpg.rf.68256b3b8febcb6314e4ab36bb6375f5.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 230.77.
kurnaz_000054,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-166_jpg.rf.a12f2acc98f6a862f6d8b7d28306e6ff.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 164.02.
kurnaz_000055,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-169_jpg.rf.62e380e19804577ee193ff7a379afca0.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 203.39.
kurnaz_000056,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-169_jpg.rf.cc770617347b77cbf96905c6139f8098.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 357.98.
kurnaz_000057,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-16_jpeg.rf.8a203a8e0514ebc66c79ff58b8fb8fca.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 298.18.
kurnaz_000058,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-174_jpg.rf.2d2e25b5d60f61c775266df80d4d4cca.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 84.78.
kurnaz_000059,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-174_jpg.rf.df4de09ebf38d94532fdf09bddc96b39.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 107.0.
kurnaz_000060,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-175_jpg.rf.612b817fa477d486d22e0f2fb61e01b3.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 1291.28.
kurnaz_000061,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-175_jpg.rf.dacb7ead4056283b79f7d7be33f4cec3.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 1358.92.
kurnaz_000062,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-178_jpg.rf.3c2c36e281c650dd6a48b45bde2a3767.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 260.24.
kurnaz_000063,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-17_jpeg.rf.51057c9fd58430da022fe8b8e54cbfce.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 134.02.
kurnaz_000064,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-182_jpg.rf.003ad78b62a47fe0c61d19fd1df199b5.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 415.02.
kurnaz_000065,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-182_jpg.rf.7c2e3699a804e6c8aa7910f55b5ca1d5.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 351.61.
kurnaz_000066,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-184_jpg.rf.6d066efaae280add14b1ad11bfd69ee8.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 361.78.
kurnaz_000067,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-185_jpg.rf.3bd7bc00f8d8f6e04e041a9a664f80e2.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 557.14.
kurnaz_000068,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-18_jpeg.rf.5b6c3916caae984b4e628466c6217dc7.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 87.1.
kurnaz_000069,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-191_jpg.rf.a3f25509212676a658832b172df7d830.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 677.88.
kurnaz_000070,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-193_jpg.rf.4cdb0fbc270b04b91fb4cf23478d5b75.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 542.88.
kurnaz_000071,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-194_jpg.rf.1d82dbb7c1fa130420898223ef06720a.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 212.09.
kurnaz_000072,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-195_jpg.rf.b5c6f2b08bb2c091d26ea2dc2d0b8d8c.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 84.25.
kurnaz_000073,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-195_jpg.rf.bcfc34920b8aec75484cddfc069c343c.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 80.08.
kurnaz_000074,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-196_jpg.rf.9fb85af642d154fba4f3ddaac45d98ba.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 115.39.
kurnaz_000075,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-197_jpg.rf.b97d2d4715779a1d8e5126a412a80028.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 245.94.
kurnaz_000076,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-198_jpg.rf.b908268208c2706886941b806856d5f7.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 328.1.
kurnaz_000077,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-199_jpg.rf.471efe501dd703c4c868b80f346eafb1.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,sharp,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 238.29.
kurnaz_000078,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-19_jpeg.rf.08f442979a625bee5a09e346ab0f8185.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 91.43.
kurnaz_000079,kurnaz,cleaned_v1,datasets/skin/acne/cleaned/kurnaz_yolov8_cleaned_v1/train/images/acne-1_jpeg.rf.19271021285a0573d9c1351cc0a39309.jpg,train,detection,unknown,unknown,bounding_box,unknown,unknown,usable,false,none,1.1,non_expert,lesion_detection,acne,Cleaned object detection image. Blur score: 149.0.
