original_filename,status,reason,duplicate_cluster,blur_score,final_split
acne-122_jpg.rf.a860a2e44e12167136417be251d78f13.jpg,REMOVED,Perceptual duplicate of acne-122_jpg.rf.457449f3ea61b059c8755a833cba36e4.jpg,38,304.76,N/A
acne-129_jpg.rf.d6c0893bc17939313d41a77c07d116dd.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,588.07,N/A
acne-129_jpg.rf.85ebf681f94e9d884aa5fffd377c2546.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,586.80,N/A
acne-167_jpg.rf.ca7f225b1a40cb053f3f590585061393.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,552.57,N/A
acne-229_jpg.rf.63c186939cc5628efd5febb1b7441b87.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,534.61,N/A
acne-127_jpg.rf.6626a950f608a09a2ffcb87fd5922402.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,526.00,N/A
acne-127_jpg.rf.d3d5ce301ca715b9f7d0987c5493a249.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,525.59,N/A
acne-124_jpg.rf.bbcd091cc245577f49f472276987041e.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,453.01,N/A
acne-124_jpg.rf.73ff92c9fdf0de6950c164b655222df2.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,452.76,N/A
acne-124_jpg.rf.a52e9bb1cd7855d1372d7dd0813be8e1.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,452.70,N/A
acne-144_jpg.rf.e7404e17167235e55bc46e5c3914e22f.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,430.84,N/A
acne-126_jpg.rf.fbdc0b939629752826f95b54f75a9eb0.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,316.79,N/A
acne-184_jpg.rf.68a55036b87dab28bd5152fa3b0be4df.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,279.41,N/A
acne-184_jpg.rf.318f8f393e5e2ddd0b1f78531673ebd0.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,279.20,N/A
acne-198_jpg.rf.f46e69016e534491f9bd6a17cc24c414.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,276.57,N/A
acne-198_jpg.rf.0b2c649818aaa8e3b87b57cb86df5eef.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,276.15,N/A
acne-226_jpg.rf.1e31fc7ac858cc36c9bf58575d0c5ca1.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,270.30,N/A
acne-226_jpg.rf.266f732d5c4135545428b64a2e308ae5.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,269.59,N/A
acne-128_jpg.rf.e3826584d02398d0f1d915cf3365a959.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,253.82,N/A
acne-132_jpg.rf.fd88a44d5548b168dd391f49079d5c81.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,239.08,N/A
acne-132_jpg.rf.c9f114843c7af28e5632ae8fe25baf67.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,238.92,N/A
acne-215_jpg.rf.a49ced323a6e167f764e2e2766026041.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,231.36,N/A
acne-217_jpg.rf.50e3f9c13b5969348eeef19d2c81e0ba.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,204.79,N/A
acne-231_jpg.rf.f9b0b42590fb64c5665447317c06c997.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,201.15,N/A
acne-231_jpg.rf.1cd2a3859515dc13d6a63b170955bb1a.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,201.10,N/A
acne-231_jpg.rf.4ac75e257d40f76ffb01f2c7a8b414f3.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,200.49,N/A
acne-220_jpg.rf.71b2cf21050700b1329f90be30ef4a66.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,194.67,N/A
acne-199_jpg.rf.049f974ec6c0aab39706ea83ecd2a70a.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,193.00,N/A
acne-313_jpeg.rf.ef7b83bf079670f7ffec2ba3b2dfd430.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,180.99,N/A
acne-313_jpeg.rf.da7c72144244084311cce5cdee2d51ae.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,179.80,N/A
acne-165_jpg.rf.5638c1e3c95295ddca0f268ec7287553.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,167.94,N/A
acne-165_jpg.rf.f89853f8ff0431d5d4f3e64be0275aa5.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,167.87,N/A
acne-187_jpg.rf.a4bc43c7fb75ea9ddc00fa14bf06eda5.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,157.03,N/A
acne-179_jpg.rf.301829a1a85597f07c7a67eb38ee1970.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,125.12,N/A
acne-179_jpg.rf.dd6e0d30ba2d751438a0a2a9cf34b6cf.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,124.70,N/A
acne-230_jpg.rf.92c53cee80df6a2454765f7636b67d1a.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,104.31,N/A
acne-313_jpeg.rf.e1078f4c5f586767c81afb7d1eef16e6.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,58.76,N/A
acne-361_jpeg.rf.aaa6535bc46e0c26197cfe4c51677388.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,52.42,N/A
acne-356_jpeg.rf.5e4c20d1a3d6be4e876cc7e815fe2602.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,45.92,N/A
acne-432_jpeg.rf.ce392bcdec15d58d1616de4db76bdbd4.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,31.13,N/A
acne-381_jpeg.rf.f0bca72fdfd13c94a3940faf9e406fbf.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,27.56,N/A
acne-452_jpeg.rf.ac2086e4a2f90cb2cfb6c37f8cb51216.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,26.75,N/A
acne-405_jpeg.rf.7a67cd6a34f7a9012adfa87d4727f3a1.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,25.56,N/A
acne-405_jpeg.rf.3c0894066212ba42330649c242e0508b.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,25.48,N/A
acne-425_jpeg.rf.2e6f60571679aa98c5e34bfde3524c08.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,17.39,N/A
acne-425_jpeg.rf.aa082445f392b37d4cf968080fc451a3.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,17.31,N/A
acne-406_jpeg.rf.8614cb6779208ea080fb9369c56b6a16.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,16.58,N/A
acne-406_jpeg.rf.0d510f52400fbe7e5d13472db0f051f5.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,16.21,N/A
acne-355_jpeg.rf.a407ad30612ee0eea150efed8772694d.jpg,REMOVED,Perceptual duplicate of acne-225_jpg.rf.33624bbd3381958397789ce04775a4e7.jpg,843,14.21,N/A
acne-12_jpeg.rf.105ac91692b51b2e48ac949a5f0ef9a0.jpg,REMOVED,Perceptual duplicate of acne-12_jpeg.rf.28444ad5ce2ac27bc0ce6ed17f8e6ec0.jpg,58,28.63,N/A
acne-133_jpg.rf.a36b84143c4c700d8160a3283f498c03.jpg,REMOVED,Perceptual duplicate of acne-133_jpg.rf.6db7d5e9aba6f4de4253e2100ab6ffbc.jpg,64,437.35,N/A
acne-136_jpg.rf.b329d76c1d4f9f0d1d68526134fe04c6.jpg,REMOVED,Perceptual duplicate of acne-136_jpg.rf.bcf7437fb066a95c7f159436df6c7c27.jpg,68,297.06,N/A
acne-13_jpeg.rf.430d2e3c8e293872afb2dbaa8ff80c66.jpg,REMOVED,Perceptual duplicate of acne-13_jpeg.rf.6bccdd195b2e284d78717dccf8333266.jpg,70,29.10,N/A
acne-141_jpg.rf.cbd1d13c72ff4f3e3b8f23419526f5df.jpg,REMOVED,Perceptual duplicate of acne-141_jpg.rf.056aa3399307f077aa37f49ff94c27f4.jpg,73,274.89,N/A
acne-146_jpg.rf.3e4e3a8e1eb143a51e83f89d27a89523.jpg,REMOVED,Perceptual duplicate of acne-146_jpg.rf.ad8dd4f3dbbff83b7a2081bfbf2fee4e.jpg,77,230.08,N/A
acne-146_jpg.rf.d16e73f57f12a54ebed2f820032498a9.jpg,REMOVED,Perceptual duplicate of acne-146_jpg.rf.ad8dd4f3dbbff83b7a2081bfbf2fee4e.jpg,77,229.88,N/A
acne-147_jpg.rf.df99460615cf952c2e4a9a73f970be69.jpg,REMOVED,Perceptual duplicate of acne-147_jpg.rf.b9bc95a6617b86d57c6fa510d8be42ce.jpg,80,224.25,N/A
acne-14_jpeg.rf.5bf6350d3c711ff63cde1f6b9a203518.jpg,REMOVED,Perceptual duplicate of acne-14_jpeg.rf.ce37e344b5f0d2c1aeed3f330eaf47f7.jpg,83,112.40,N/A
acne-153_jpg.rf.8210a6358070fc5da9611aac95957b0f.jpg,REMOVED,Perceptual duplicate of acne-153_jpg.rf.e8973f33679d67ebfc2384a4d92d41b2.jpg,886,380.39,N/A
acne-155_jpg.rf.96681853cd48ff20eb8c2f0e3f32bdbf.jpg,REMOVED,Perceptual duplicate of acne-153_jpg.rf.e8973f33679d67ebfc2384a4d92d41b2.jpg,886,256.68,N/A
acne-159_jpg.rf.b2c4300722f40c860f40d0f710ce9fd5.jpg,REMOVED,Perceptual duplicate of acne-159_jpg.rf.0c98a05944768d0fcb2e6ac369394f30.jpg,95,40.64,N/A
acne-169_jpg.rf.8dbf52d31c7234fa6616be58e4c10cce.jpg,REMOVED,Perceptual duplicate of acne-169_jpg.rf.62e380e19804577ee193ff7a379afca0.jpg,100,202.64,N/A
acne-16_jpeg.rf.bfdbd387028d27478766a3819de88a1b.jpg,REMOVED,Perceptual duplicate of acne-49_jpeg.rf.3c951af43df31b304067823e836ec20b.jpg,916,41.87,N/A
acne-16_jpeg.rf.6c53ab16807806bbb5941b31f9a46f57.jpg,REMOVED,Perceptual duplicate of acne-49_jpeg.rf.3c951af43df31b304067823e836ec20b.jpg,916,41.30,N/A
acne-174_jpg.rf.e4db3022680a7d83a8564032513c394f.jpg,REMOVED,Perceptual duplicate of acne-174_jpg.rf.2d2e25b5d60f61c775266df80d4d4cca.jpg,107,84.51,N/A
acne-175_jpg.rf.92d6c6bc280f868472612c909d7401b5.jpg,REMOVED,Perceptual duplicate of acne-175_jpg.rf.612b817fa477d486d22e0f2fb61e01b3.jpg,109,1288.20,N/A
acne-178_jpg.rf.70e5d5ef09dd6bcae4b1580c229c9f46.jpg,REMOVED,Perceptual duplicate of acne-178_jpg.rf.ac87bffd9abfaa365be22b9bfef13f2c.jpg,113,481.90,N/A
acne-17_jpeg.rf.d8a8858216295393c1acc6282c217654.jpg,REMOVED,Perceptual duplicate of acne-17_jpeg.rf.51057c9fd58430da022fe8b8e54cbfce.jpg,119,133.49,N/A
acne-182_jpg.rf.a5a32d648c2879bb9c344f40f540aa59.jpg,REMOVED,Perceptual duplicate of acne-182_jpg.rf.7c2e3699a804e6c8aa7910f55b5ca1d5.jpg,122,350.44,N/A
acne-185_jpg.rf.10da71ba0aff1f523fe1c434307b4a58.jpg,REMOVED,Perceptual duplicate of acne-185_jpg.rf.3bd7bc00f8d8f6e04e041a9a664f80e2.jpg,127,550.31,N/A
acne-18_jpeg.rf.43644ffe9efa47e9892fa953e7384360.jpg,REMOVED,Perceptual duplicate of acne-18_jpeg.rf.e1d7462fae95a22cf821ff2dce74fe48.jpg,249,24.03,N/A
acne-249_jpeg.rf.0fab9e777d354aa5e63acdaef998679e.jpg,REMOVED,Perceptual duplicate of acne-18_jpeg.rf.e1d7462fae95a22cf821ff2dce74fe48.jpg,249,18.53,N/A
acne-191_jpg.rf.a5434e10e4190dc91e8be25ba95e0057.jpg,REMOVED,Perceptual duplicate of acne-191_jpg.rf.a0c9751faf17b372142f143e58795b87.jpg,134,804.73,N/A
acne-193_jpg.rf.d56c00bf920d72a203d15f241d2a6155.jpg,REMOVED,Perceptual duplicate of acne-193_jpg.rf.4cdb0fbc270b04b91fb4cf23478d5b75.jpg,137,538.53,N/A
acne-195_jpg.rf.9ed1415752e5ab9b75789c48e2d79cfb.jpg,REMOVED,Perceptual duplicate of acne-195_jpg.rf.bcfc34920b8aec75484cddfc069c343c.jpg,870,79.71,N/A
acne-454_jpeg.rf.18a13bf93c2bd2276ccc6d4e8d5889c3.jpg,REMOVED,Perceptual duplicate of acne-195_jpg.rf.bcfc34920b8aec75484cddfc069c343c.jpg,870,9.54,N/A
acne-196_jpg.rf.9929863b00290abde1695ce445e5ab8d.jpg,REMOVED,Perceptual duplicate of acne-196_jpg.rf.1bbd0b777a3e6a95749dfae39c5d0db1.jpg,142,64.53,N/A
acne-197_jpg.rf.29fb0fcd25dc272564d20ea7e0c37357.jpg,REMOVED,Perceptual duplicate of acne-197_jpg.rf.3e08f172ad3783593d3d6f09b5914df4.jpg,145,183.94,N/A
acne-199_jpg.rf.bf429fe2c2ffc1d64092b101898b576e.jpg,REMOVED,Perceptual duplicate of acne-199_jpg.rf.471efe501dd703c4c868b80f346eafb1.jpg,152,233.10,N/A
acne-19_jpeg.rf.c477f8a3fb32ce9d2d0c804f3124d662.jpg,REMOVED,Perceptual duplicate of acne-19_jpeg.rf.08f442979a625bee5a09e346ab0f8185.jpg,155,91.30,N/A
acne-19_jpeg.rf.fcd27e7983259ab41304042d0246e0ae.jpg,REMOVED,Perceptual duplicate of acne-19_jpeg.rf.08f442979a625bee5a09e346ab0f8185.jpg,155,91.19,N/A
acne-1_jpeg.rf.71d499580b387527ed6a3240b2b5773d.jpg,REMOVED,Perceptual duplicate of acne-260_jpeg.rf.5c8e935a9fab3530d525cd1d89cd22ab.jpg,283,54.83,N/A
acne-1_jpeg.rf.15f804a683ea47331a17edcd7f8e1a4d.jpg,REMOVED,Perceptual duplicate of acne-260_jpeg.rf.5c8e935a9fab3530d525cd1d89cd22ab.jpg,283,54.83,N/A
acne-260_jpeg.rf.56e7a9f22a7851f1b53be292fdb929c9.jpg,REMOVED,Perceptual duplicate of acne-260_jpeg.rf.5c8e935a9fab3530d525cd1d89cd22ab.jpg,283,54.83,N/A
acne-201_jpg.rf.33bf5a4589c45581c1f46b672db62414.jpg,REMOVED,Perceptual duplicate of acne-201_jpg.rf.385b133794127449eb734db717cfeeaa.jpg,161,326.45,N/A
acne-207_jpg.rf.0adf2a68315ac19b5f0d8e9f3c00532d.jpg,REMOVED,Perceptual duplicate of acne-207_jpg.rf.8a60c3b59e4a9e0f1cad7e370dd77ea5.jpg,167,35.74,N/A
acne-208_jpg.rf.48edf57f079bcfbd20b3d9229f482459.jpg,REMOVED,Perceptual duplicate of acne-208_jpg.rf.6a0543944c7ec0abf4d3420ef5a48789.jpg,170,244.73,N/A
acne-210_jpg.rf.d8d38da83700ffe8f4204c9b98bfc48f.jpg,REMOVED,Perceptual duplicate of acne-210_jpg.rf.27376e50ec325caa3ee3a040244aeaa2.jpg,173,223.82,N/A
acne-212_jpg.rf.48a1f98252e19ab9c0a2fa21cc2cf3dd.jpg,REMOVED,Perceptual duplicate of acne-212_jpg.rf.7c6366f80f280c7946181a492194f128.jpg,175,247.11,N/A
acne-213_jpg.rf.e477f2ab61f8007e35213f2d19630dfe.jpg,REMOVED,Perceptual duplicate of acne-213_jpg.rf.a5c1514f9c68cfe06f0f8e16b908c7bd.jpg,179,182.74,N/A
acne-213_jpg.rf.34850e9489d91a3b8c38f872710a2753.jpg,REMOVED,Perceptual duplicate of acne-213_jpg.rf.a5c1514f9c68cfe06f0f8e16b908c7bd.jpg,179,182.64,N/A
acne-218_jpg.rf.4034c378c8c2766197d5800adfa2a8f4.jpg,REMOVED,Perceptual duplicate of acne-218_jpg.rf.ce804a2e4ef6d119d4e442112589453d.jpg,185,292.77,N/A
acne-222_jpg.rf.44895d625b19f3e5bf910dc52c985c50.jpg,REMOVED,Perceptual duplicate of acne-222_jpg.rf.19ebefd17c9d7278b70237d51272f4d7.jpg,188,1500.16,N/A
acne-222_jpg.rf.8fd19a2a303616c30747abc22a7b7e85.jpg,REMOVED,Perceptual duplicate of acne-222_jpg.rf.19ebefd17c9d7278b70237d51272f4d7.jpg,188,1494.08,N/A
acne-227_jpg.rf.2471062ff72eff1fb050abd9673ce511.jpg,REMOVED,Perceptual duplicate of acne-227_jpg.rf.e7232e54671958546fa8bd8e76de323e.jpg,197,824.19,N/A
acne-228_jpg.rf.129211e759bb8520e5d79be2e7135a91.jpg,REMOVED,Perceptual duplicate of acne-228_jpg.rf.b7310fea7306adb3ad6a912cd30c35c6.jpg,199,391.10,N/A
acne-229_jpg.rf.15932dd8294747fbf846a03e0f82b5ac.jpg,REMOVED,Perceptual duplicate of acne-229_jpg.rf.8591496c5be08eade2f51c29fc778b16.jpg,203,628.87,N/A
acne-232_jpg.rf.dfc421bc3c14ce68a07ee757c071a0ab.jpg,REMOVED,Perceptual duplicate of acne-232_jpg.rf.c675be6b07a6bf37519db31b5167e4c7.jpg,209,328.51,N/A
acne-232_jpg.rf.a0d2522aa8b5f9a61f692c488394fc7b.jpg,REMOVED,Perceptual duplicate of acne-232_jpg.rf.c675be6b07a6bf37519db31b5167e4c7.jpg,209,328.12,N/A
acne-233_jpg.rf.bc960d277ff83a8d84cfb37a6323455a.jpg,REMOVED,Perceptual duplicate of acne-233_jpg.rf.def5958145685575eb337e5c599b5cf5.jpg,212,634.72,N/A
acne-234_jpg.rf.40a36612561ebdd4f815d2868b3a19da.jpg,REMOVED,Perceptual duplicate of acne-234_jpg.rf.d6f9f966d1bf5799aa4d8b260cf1a07f.jpg,215,699.91,N/A
acne-235_jpg.rf.75e061e02231a1cce3fde16fb36b707c.jpg,REMOVED,Perceptual duplicate of acne-235_jpg.rf.2ef71aabbc8d65a4ec7a38e95b2c355a.jpg,217,415.47,N/A
acne-23_jpeg.rf.9b1966c79bed572c432113b6b3de912d.jpg,REMOVED,Perceptual duplicate of acne-23_jpeg.rf.49017ec32bbf42c7a6e18af4da3b267d.jpg,224,8.27,N/A
acne-23_jpeg.rf.49017ec32bbf42c7a6e18af4da3b267d.jpg,REJECTED,Extremely blurry (variance 8.36 < 20),224,8.36,N/A
acne-240_jpg.rf.f4e59c1cc25d5988f634396e23fa0745.jpg,REMOVED,Perceptual duplicate of acne-240_jpg.rf.e843d0318dbc2602b10d182fed2aac33.jpg,227,194.05,N/A
acne-241_jpg.rf.6315111a0caf2cc662e131b3dd0b294a.jpg,REMOVED,Perceptual duplicate of acne-241_jpg.rf.de2bfe112d02fe95a39e2a5ff3fb4f06.jpg,230,234.34,N/A
acne-242_jpg.rf.8901e40c234ee9f5c2e28d27b0de354e.jpg,REMOVED,Perceptual duplicate of acne-242_jpg.rf.163bea139c1038429a67cdefdb3da7ed.jpg,232,261.78,N/A
acne-305_jpeg.rf.2d1d279ddfea1b69eeefab989770cdd5.jpg,REMOVED,Perceptual duplicate of acne-243_jpeg.rf.224276464dae0015106b49305689a71f.jpg,399,173.45,N/A
acne-305_jpeg.rf.503758a0be691560a2e3d73ef1cc7695.jpg,REMOVED,Perceptual duplicate of acne-243_jpeg.rf.f3d5b38abbb217c911e3780085133be5.jpg,401,25.70,N/A
acne-305_jpeg.rf.447a131eee08348db9b4f2aaf24b89eb.jpg,REMOVED,Perceptual duplicate of acne-243_jpeg.rf.ff8b7eddd7999e473316b3c51c5d98fa.jpg,400,117.84,N/A
acne-245_jpeg.rf.4396c4ac2d28d1b4f6de0bcc62d4f30c.jpg,REMOVED,Perceptual duplicate of acne-272_jpeg.rf.8e771c50868bbb1091207a059ca3dca0.jpg,312,55.10,N/A
acne-245_jpeg.rf.716c1d56a9ef9e65968495aff2cb1915.jpg,REMOVED,Perceptual duplicate of acne-272_jpeg.rf.f2a52a5091e827195d89bb2e1adc68f2.jpg,313,260.65,N/A
acne-245_jpeg.rf.fc6a867547b19a5ffacd58e95139d1cb.jpg,REMOVED,Perceptual duplicate of acne-272_jpeg.rf.f2a52a5091e827195d89bb2e1adc68f2.jpg,313,257.33,N/A
acne-247_jpeg.rf.36e1a9fa30b36d245cfb72509a68db71.jpg,REMOVED,Perceptual duplicate of acne-247_jpeg.rf.609bebea165a5d6ed959aaef11f3e708.jpg,244,146.76,N/A
acne-248_jpeg.rf.ba3f7c48a04cf4cc9b0a9ac8a6ec58d0.jpg,REMOVED,Perceptual duplicate of acne-248_jpeg.rf.2a7a9fa6acf6a2ec559666cc56987bfa.jpg,248,23.34,N/A
acne-249_jpeg.rf.4060e71acec2c63b9a52b027c8efa9ac.jpg,REMOVED,Perceptual duplicate of acne-249_jpeg.rf.74586fb9ccb9b2b9cd14569cf17e5866.jpg,251,259.56,N/A
