original_filename,class,status,reason,duplicate_cluster,blur_score,quality_label,final_split
blackhead-26-_jpg.rf.8a78a260c34114e1d5eabc2057409d4c.jpg,Blackheads,REMOVED,Duplicate of blackhead-26-_jpg.rf.500a486c8babe2fffafb093ed322efd6.jpg,72,74.55,duplicate,N/A
blackhead-26-_jpg.rf.9795fa7ea45314018812d2d84414ecfe.jpg,Blackheads,REMOVED,Duplicate of blackhead-26-_jpg.rf.b1b3b02cb732c76cdc9dd4b35fac0d18.jpg,74,36.70,duplicate,N/A
blackhead-27-_jpg.rf.10f0caf9b1a66a6613830b7dc36a2bd8.jpg,Blackheads,REMOVED,Duplicate of blackhead-27-_jpg.rf.075282b1bd5516034392cf679d87e563.jpg,3731,38.48,duplicate,N/A
blackhead-27-_jpg.rf.1227d7a6b1511ca97cd52e91d5f064ef.jpg,Blackheads,REMOVED,Duplicate of blackhead-27-_jpg.rf.a0c16a8356c53bddabfe44fccb4d2cf0.jpg,81,36.91,duplicate,N/A
blackhead-27-_jpg.rf.3d52e872aa027e03913df501a5d88ef5.jpg,Blackheads,REMOVED,Duplicate of blackhead-27-_jpg.rf.729204c994529fca2c0ce352d3271057.jpg,3732,52.57,duplicate,N/A
blackhead-27-_jpg.rf.5435986ec23c7ee9548404d21067dc37.jpg,Blackheads,REMOVED,Duplicate of blackhead-27-_jpg.rf.f644eb27ad68279be346d862d5fec4e2.jpg,3733,26.57,duplicate,N/A
blackhead-27-_jpg.rf.f644eb27ad68279be346d862d5fec4e2.jpg,Blackheads,REJECTED,Cosmetic beauty filter / smoothed skin (blur score 26.57 < 30),3733,26.57,reject,N/A
blackhead-28-_jpg.rf.67f39685516febe893da8b055b1da8cb.jpg,Blackheads,REMOVED,Duplicate of blackhead-28-_jpg.rf.ec5dcb92099608885b66b1a290c0cdc6.jpg,3734,9.18,duplicate,N/A
blackhead-28-_jpg.rf.ec5dcb92099608885b66b1a290c0cdc6.jpg,Blackheads,REJECTED,Severe blur (variance 9.18 < 20),3734,9.18,reject,N/A
blackhead-3-_jpg.rf.9b8c52dbdc3351e078236449bec54ccd.jpg,Blackheads,REMOVED,Duplicate of blackhead-3-_jpg.rf.e04a577543dba1e0dc4c10bec7f8b7c3.jpg,89,51.48,duplicate,N/A
blackhead-3-_jpg.rf.c0384f927681bf29f33b524905c9d667.jpg,Blackheads,REMOVED,Duplicate of blackhead-3-_jpg.rf.aabf7808924245b8ee6a1faf54e50a38.jpg,3739,60.70,duplicate,N/A
blackhead-3-_jpg.rf.f2fce93e181a96e0236fae01c42cac65.jpg,Blackheads,REMOVED,Duplicate of blackhead-3-_jpg.rf.e7bb28fed47db40f537cadb2339d43b7.jpg,3741,13.96,duplicate,N/A
blackhead-3-_jpg.rf.e7bb28fed47db40f537cadb2339d43b7.jpg,Blackheads,REJECTED,Severe blur (variance 13.96 < 20),3741,13.96,reject,N/A
blackhead-30-_jpg.rf.b967b001553c39531542f9da543746a5.jpg,Blackheads,REMOVED,Duplicate of blackhead-30-_jpg.rf.789efaa63b0a05a861b71a599376766f.jpg,96,4.09,duplicate,N/A
blackhead-30-_jpg.rf.789efaa63b0a05a861b71a599376766f.jpg,Blackheads,REJECTED,Severe blur (variance 4.09 < 20),96,4.09,reject,N/A
blackhead-30-_jpg.rf.96e777882c7681d70bd0ed802f4e1e27.jpg,Blackheads,REMOVED,Duplicate of blackhead-30-_jpg.rf.654282bfad3e54ad4ae16ea10e1dd187.jpg,2802,56.87,duplicate,N/A
blackhead-30-_jpg.rf.137909529af2dfd282cbb275231a757e.jpg,Blackheads,REMOVED,Duplicate of blackhead-30-_jpg.rf.abd8ddb046167fc1c8e5d28d21b7f9b2.jpg,2800,39.53,duplicate,N/A
blackhead-31-_JPG_jpg.rf.c414cc86b2e35fb6db37d7fb0758fe8e.jpg,Blackheads,REMOVED,Duplicate of blackhead-31-_JPG_jpg.rf.47b02baee8865058f3bbf9d6f0585d4b.jpg,2803,9.20,duplicate,N/A
blackhead-31-_JPG_jpg.rf.47b02baee8865058f3bbf9d6f0585d4b.jpg,Blackheads,REJECTED,Severe blur (variance 9.20 < 20),2803,9.20,reject,N/A
blackhead-31-_JPG_jpg.rf.8d47ebb6dd5fee4c5a5936b306f63223.jpg,Blackheads,REMOVED,Duplicate of blackhead-31-_JPG_jpg.rf.b3d1e412a27d1684f244a3bbb0b47be5.jpg,104,21.94,duplicate,N/A
blackhead-31-_JPG_jpg.rf.b3d1e412a27d1684f244a3bbb0b47be5.jpg,Blackheads,REJECTED,Cosmetic beauty filter / smoothed skin (blur score 22.00 < 30),104,22.00,reject,N/A
blackhead-31-_JPG_jpg.rf.5544fd8e8daae51bf52f5f3d607afc8d.jpg,Blackheads,REMOVED,Duplicate of blackhead-31-_JPG_jpg.rf.e60135a6778304e8392ef2bd628846c6.jpg,3742,13.95,duplicate,N/A
blackhead-31-_JPG_jpg.rf.e60135a6778304e8392ef2bd628846c6.jpg,Blackheads,REJECTED,Severe blur (variance 13.97 < 20),3742,13.97,reject,N/A
blackhead-32-_JPG_jpg.rf.5ec644d19fab18e2fa1c07d67134d38d.jpg,Blackheads,REMOVED,Duplicate of blackhead-32-_JPG_jpg.rf.2c7e5ada9d16018a4b292f2b0a8afd11.jpg,3745,66.08,duplicate,N/A
blackhead-32-_JPG_jpg.rf.ff0f71259fee718ba279cb9ce203c209.jpg,Blackheads,REMOVED,Duplicate of blackhead-32-_JPG_jpg.rf.2c7e5ada9d16018a4b292f2b0a8afd11.jpg,3745,58.38,duplicate,N/A
blackhead-32-_JPG_jpg.rf.eece7a3618a2d126db39a56460e1799d.jpg,Blackheads,REMOVED,Duplicate of blackhead-32-_JPG_jpg.rf.2c7e5ada9d16018a4b292f2b0a8afd11.jpg,3745,58.34,duplicate,N/A
blackhead-33-_jpg.rf.9301b81ec4d548f2d2b01501d5cc3160.jpg,Blackheads,REMOVED,Duplicate of blackhead-33-_jpg.rf.1493af6ef7e6c571a0a3485e19a4b07b.jpg,2808,25.65,duplicate,N/A
blackhead-33-_jpg.rf.1493af6ef7e6c571a0a3485e19a4b07b.jpg,Blackheads,REJECTED,Cosmetic beauty filter / smoothed skin (blur score 25.65 < 30),2808,25.65,reject,N/A
blackhead-33-_jpg.rf.284f99a6d990a84e501ef45d75833323.jpg,Blackheads,REMOVED,Duplicate of blackhead-33-_jpg.rf.f66a4a2c1e84a369deb15fedb61d4e1d.jpg,2811,33.72,duplicate,N/A
blackhead-33-_jpg.rf.d64b613d94043125c283db7f63f37580.jpg,Blackheads,REMOVED,Duplicate of blackhead-33-_jpg.rf.39b73aeaa2683c6ccc140b67fbdc81f6.jpg,2810,34.19,duplicate,N/A
blackhead-34-_JPG_jpg.rf.0c465eb0ba84806aaca9910d4b1a7849.jpg,Blackheads,REJECTED,Cosmetic beauty filter / smoothed skin (blur score 29.29 < 30),113,29.29,reject,N/A
blackhead-34-_JPG_jpg.rf.6d6d61ab0d74e0da449959da453b97a5.jpg,Blackheads,REMOVED,Duplicate of blackhead-34-_JPG_jpg.rf.afdf933b4143ff4a85122081ecba3166.jpg,116,36.08,duplicate,N/A
blackhead-34-_JPG_jpg.rf.ed5666f28d7f55233d58c69ea0577825.jpg,Blackheads,REMOVED,Duplicate of blackhead-34-_JPG_jpg.rf.6ddd1496cf3ee40b7446e3fb8695212d.jpg,118,29.68,duplicate,N/A
blackhead-34-_JPG_jpg.rf.6ddd1496cf3ee40b7446e3fb8695212d.jpg,Blackheads,REJECTED,Cosmetic beauty filter / smoothed skin (blur score 29.68 < 30),118,29.68,reject,N/A
blackhead-34-_JPG_jpg.rf.c2d00237e5c52bfb5d2b20bf4bc04d95.jpg,Blackheads,REMOVED,Duplicate of blackhead-34-_JPG_jpg.rf.046028542a19203addb9ff236c7b9218.jpg,2812,32.95,duplicate,N/A
blackhead-23-_jpg.rf.b236153986eaa7df17d7ca29bdecdf9e.jpg,Blackheads,REMOVED,Duplicate of blackhead-35-_jpg.rf.13b420f7bd690a1487de185aba3b8fec.jpg,4523,62.98,duplicate,N/A
blackhead-23-_jpg.rf.2ed628bb8180a47e7ab99ec5f24ab671.jpg,Blackheads,REMOVED,Duplicate of blackhead-35-_jpg.rf.13b420f7bd690a1487de185aba3b8fec.jpg,4523,62.96,duplicate,N/A
blackhead-36-_jpg.rf.28b69ed2e08228a88c6df3c728be0778.jpg,Blackheads,REMOVED,Duplicate of blackhead-35-_jpg.rf.13b420f7bd690a1487de185aba3b8fec.jpg,4523,41.62,duplicate,N/A
blackhead-36-_jpg.rf.514fec364bdc57be4b8f14c7e0691e8d.jpg,Blackheads,REMOVED,Duplicate of blackhead-35-_jpg.rf.13b420f7bd690a1487de185aba3b8fec.jpg,4523,41.59,duplicate,N/A
Pustule-9-_jpg.rf.83ff37085189daba4ec35c6859f717b9.jpg,Pustules,REMOVED,Duplicate of blackhead-35-_jpg.rf.13b420f7bd690a1487de185aba3b8fec.jpg,4523,40.93,duplicate,N/A
Pustule-9-_jpg.rf.9f4f90b626a1cd10684286feb38a2a9f.jpg,Pustules,REMOVED,Duplicate of blackhead-35-_jpg.rf.13b420f7bd690a1487de185aba3b8fec.jpg,4523,40.75,duplicate,N/A
Pustule-10-_jpg.rf.ca35596d1966c01862a15b37beeede23.jpg,Pustules,REMOVED,Duplicate of blackhead-35-_jpg.rf.13b420f7bd690a1487de185aba3b8fec.jpg,4523,26.98,duplicate,N/A
Pustule-10-_jpg.rf.c334ef6438a491f93c4a20ec77afc0b0.jpg,Pustules,REMOVED,Duplicate of blackhead-35-_jpg.rf.13b420f7bd690a1487de185aba3b8fec.jpg,4523,26.96,duplicate,N/A
Pustule-10-_jpg.rf.800cb45191a1a405c5ea4db53c41f377.jpg,Pustules,REMOVED,Duplicate of blackhead-35-_jpg.rf.13b420f7bd690a1487de185aba3b8fec.jpg,4523,20.93,duplicate,N/A
Pustule-10-_jpg.rf.1cbf19f131576edd0f4562073a0745d2.jpg,Pustules,REMOVED,Duplicate of blackhead-35-_jpg.rf.13b420f7bd690a1487de185aba3b8fec.jpg,4523,20.87,duplicate,N/A
blackhead_548_jpg.rf.837ea6d4d84aaa10939345d9bff3b80d.jpg,Blackheads,REMOVED,Duplicate of blackhead-36-_jpg.rf.f951e9c4cb25ece13a058f3ebb61a4a9.jpg,3897,41.47,duplicate,N/A
blackhead_548_jpg.rf.5a610e0a0b37796fbf641f22d5ad824f.jpg,Blackheads,REMOVED,Duplicate of blackhead-36-_jpg.rf.f951e9c4cb25ece13a058f3ebb61a4a9.jpg,3897,41.45,duplicate,N/A
blackhead-35-_jpg.rf.fc05fe90205f339eb17914d3b35e21d7.jpg,Blackheads,REMOVED,Duplicate of blackhead-36-_jpg.rf.f951e9c4cb25ece13a058f3ebb61a4a9.jpg,3897,37.27,duplicate,N/A
blackhead-35-_jpg.rf.625c7c02f5df5a6e988257a8ed806b12.jpg,Blackheads,REMOVED,Duplicate of blackhead-36-_jpg.rf.f951e9c4cb25ece13a058f3ebb61a4a9.jpg,3897,37.24,duplicate,N/A
blackhead-35-_jpg.rf.2d9ca7ef2f959cc7d49670aa080f9307.jpg,Blackheads,REMOVED,Duplicate of blackhead-36-_jpg.rf.f951e9c4cb25ece13a058f3ebb61a4a9.jpg,3897,26.04,duplicate,N/A
blackhead-35-_jpg.rf.8c7580e7bfbc8ae60efc458d86ac479f.jpg,Blackheads,REMOVED,Duplicate of blackhead-36-_jpg.rf.f951e9c4cb25ece13a058f3ebb61a4a9.jpg,3897,26.02,duplicate,N/A
blackhead-35-_jpg.rf.191826c78a1e7d7ce1bfa6031a88c808.jpg,Blackheads,REMOVED,Duplicate of blackhead-35-_jpg.rf.666ff681d37a098df2eac0f942e8c793.jpg,2815,14.25,duplicate,N/A
blackhead-35-_jpg.rf.666ff681d37a098df2eac0f942e8c793.jpg,Blackheads,REJECTED,Severe blur (variance 14.25 < 20),2815,14.25,reject,N/A
blackhead-36-_jpg.rf.dad9b992a9022fdd82fc67d47fcc1b2b.jpg,Blackheads,REMOVED,Duplicate of blackhead-36-_jpg.rf.482f755f1e89502aa1a5c1b4130039cc.jpg,135,31.37,duplicate,N/A
blackhead_548_jpg.rf.889c5081907b27b2dca1957d7b164b67.jpg,Blackheads,REMOVED,Duplicate of blackhead_548_jpg.rf.65ab9d0a08af8de22acceaead0233d85.jpg,3901,26.14,duplicate,N/A
blackhead_548_jpg.rf.a28c35bbd573bcfadfd5fb4f4f69a60f.jpg,Blackheads,REMOVED,Duplicate of blackhead_548_jpg.rf.65ab9d0a08af8de22acceaead0233d85.jpg,3901,20.28,duplicate,N/A
blackhead_548_jpg.rf.eadfe9461b67165b0db55eb05d7fe8f4.jpg,Blackheads,REMOVED,Duplicate of blackhead_548_jpg.rf.65ab9d0a08af8de22acceaead0233d85.jpg,3901,20.28,duplicate,N/A
blackhead_548_jpg.rf.d66103720f07640165bb2c8279b70341.jpg,Blackheads,REMOVED,Duplicate of blackhead_548_jpg.rf.65ab9d0a08af8de22acceaead0233d85.jpg,3901,19.73,duplicate,N/A
blackhead_548_jpg.rf.d08c2d0ec141ef538b107de7f0805d98.jpg,Blackheads,REMOVED,Duplicate of blackhead_548_jpg.rf.65ab9d0a08af8de22acceaead0233d85.jpg,3901,19.73,duplicate,N/A
blackhead-36-_jpg.rf.89e07effcac2bee9a5ec134f5e8e3bea.jpg,Blackheads,REMOVED,Duplicate of blackhead_548_jpg.rf.65ab9d0a08af8de22acceaead0233d85.jpg,3901,15.98,duplicate,N/A
blackhead-36-_jpg.rf.b24a6b924bb89b959038e3d1eb98f85b.jpg,Blackheads,REMOVED,Duplicate of blackhead_548_jpg.rf.65ab9d0a08af8de22acceaead0233d85.jpg,3901,15.98,duplicate,N/A
blackhead_548_jpg.rf.65ab9d0a08af8de22acceaead0233d85.jpg,Blackheads,REJECTED,Cosmetic beauty filter / smoothed skin (blur score 26.15 < 30),3901,26.15,reject,N/A
blackhead-37-_jpg.rf.39f18b191dd984088fcb6c63d3190460.jpg,Blackheads,REMOVED,Duplicate of blackhead-37-_jpg.rf.85af1ea69f52c0632b1b7243ce93c41d.jpg,3752,52.72,duplicate,N/A
blackhead-37-_jpg.rf.5db1cd5dbb9f1f2c10ca3e7c58207c54.jpg,Blackheads,REMOVED,Duplicate of blackhead-37-_jpg.rf.85af1ea69f52c0632b1b7243ce93c41d.jpg,3752,45.10,duplicate,N/A
blackhead-37-_jpg.rf.45877cdf3c76fd20fccf3d80d595504b.jpg,Blackheads,REMOVED,Duplicate of blackhead-37-_jpg.rf.85af1ea69f52c0632b1b7243ce93c41d.jpg,3752,45.00,duplicate,N/A
blackhead_616_jpg.rf.c82c3bc35f65eb6aa788c86876b33bfc.jpg,Blackheads,REMOVED,Duplicate of blackhead_616_jpg.rf.85f38f24407a29d57a72e1d291305945.jpg,3937,40.02,duplicate,N/A
white_head_-10-_jpg.rf.00598058206889ee39c9c994fe0739e1.jpg,Whiteheads,REMOVED,Duplicate of blackhead_616_jpg.rf.85f38f24407a29d57a72e1d291305945.jpg,3937,38.75,duplicate,N/A
white_head_-10-_jpg.rf.cc56b0f25241a725acdc2915770982b5.jpg,Whiteheads,REMOVED,Duplicate of blackhead_616_jpg.rf.85f38f24407a29d57a72e1d291305945.jpg,3937,38.75,duplicate,N/A
blackhead-37-_jpg.rf.6deaf6267b3a609c30a1d2f0b3dae1ed.jpg,Blackheads,REMOVED,Duplicate of blackhead_616_jpg.rf.85f38f24407a29d57a72e1d291305945.jpg,3937,10.37,duplicate,N/A
blackhead-37-_jpg.rf.459565f26cfdc738635fb5dc27d65a2a.jpg,Blackheads,REMOVED,Duplicate of blackhead_616_jpg.rf.85f38f24407a29d57a72e1d291305945.jpg,3937,10.37,duplicate,N/A
blackhead_616_jpg.rf.34db8285a134984cfc589e948006ab2c.jpg,Blackheads,REMOVED,Duplicate of blackhead_616_jpg.rf.85f38f24407a29d57a72e1d291305945.jpg,3937,10.19,duplicate,N/A
blackhead_616_jpg.rf.6f5f0a9660d6072a6b5ec87547a9c271.jpg,Blackheads,REMOVED,Duplicate of blackhead_616_jpg.rf.85f38f24407a29d57a72e1d291305945.jpg,3937,10.19,duplicate,N/A
blackhead-39-_JPG_jpg.rf.9caf8827be014c4d2c448d9f73b06197.jpg,Blackheads,REMOVED,Duplicate of blackhead-39-_JPG_jpg.rf.89d0ca8747ef129c8f132a251b5efc4b.jpg,3753,44.28,duplicate,N/A
blackhead-39-_JPG_jpg.rf.96022227e15092591a9c2e60603f2b71.jpg,Blackheads,REMOVED,Duplicate of blackhead-39-_JPG_jpg.rf.89d0ca8747ef129c8f132a251b5efc4b.jpg,3753,30.23,duplicate,N/A
