original_filename,class,status,reason,duplicate_cluster,blur_score,quality_label,final_split
levle0_522.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,399.78,duplicate,N/A
levle0_395.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,398.99,duplicate,N/A
levle0_298.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,395.69,duplicate,N/A
levle1_603.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,395.69,duplicate,N/A
levle1_516.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,394.86,duplicate,N/A
levle1_32.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,390.63,duplicate,N/A
levle0_203.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,389.70,duplicate,N/A
levle0_503.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,389.36,duplicate,N/A
levle0_89.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,386.98,duplicate,N/A
levle1_578.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,386.10,duplicate,N/A
levle1_223.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,385.19,duplicate,N/A
levle1_544.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,383.85,duplicate,N/A
levle0_486.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,381.97,duplicate,N/A
levle1_304.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,379.44,duplicate,N/A
levle1_248.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,376.12,duplicate,N/A
levle0_418.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,373.88,duplicate,N/A
levle0_322.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,367.03,duplicate,N/A
levle1_308.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,366.49,duplicate,N/A
levle2_134.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,365.82,duplicate,N/A
levle0_279.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,363.49,duplicate,N/A
levle1_432.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,358.12,duplicate,N/A
levle1_181.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,357.99,duplicate,N/A
levle0_337.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,355.47,duplicate,N/A
levle1_464.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,353.92,duplicate,N/A
levle2_157.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,352.34,duplicate,N/A
levle1_632.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,347.86,duplicate,N/A
levle1_232.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,347.42,duplicate,N/A
levle0_50.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,347.23,duplicate,N/A
levle0_136.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,345.34,duplicate,N/A
levle1_419.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,340.70,duplicate,N/A
levle0_101.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,339.54,duplicate,N/A
levle0_48.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,337.34,duplicate,N/A
levle0_397.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,333.93,duplicate,N/A
levle0_375.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,333.64,duplicate,N/A
levle1_68.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,330.67,duplicate,N/A
levle3_132.jpg,Level 3,REMOVED,Duplicate of levle0_280.jpg,1324,328.86,duplicate,N/A
levle0_400.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,328.49,duplicate,N/A
levle1_480.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,328.01,duplicate,N/A
levle1_533.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,327.38,duplicate,N/A
levle0_248.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,326.53,duplicate,N/A
levle0_523.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,326.42,duplicate,N/A
levle2_129.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,323.62,duplicate,N/A
levle0_402.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,318.20,duplicate,N/A
levle1_416.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,318.00,duplicate,N/A
levle1_180.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,317.62,duplicate,N/A
levle1_618.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,317.54,duplicate,N/A
levle1_554.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,316.53,duplicate,N/A
levle0_39.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,312.17,duplicate,N/A
levle0_496.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,311.58,duplicate,N/A
levle0_212.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,308.92,duplicate,N/A
levle0_197.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,306.92,duplicate,N/A
levle3_90.jpg,Level 3,REMOVED,Duplicate of levle0_280.jpg,1324,305.13,duplicate,N/A
levle1_595.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,304.30,duplicate,N/A
levle1_523.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,302.67,duplicate,N/A
levle1_330.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,298.99,duplicate,N/A
levle0_193.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,297.77,duplicate,N/A
levle2_38.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,296.01,duplicate,N/A
levle0_376.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,288.80,duplicate,N/A
levle0_530.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,286.80,duplicate,N/A
levle0_449.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,286.27,duplicate,N/A
levle0_318.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,286.24,duplicate,N/A
levle0_390.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,285.17,duplicate,N/A
levle1_191.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,284.25,duplicate,N/A
levle1_423.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,279.14,duplicate,N/A
levle1_633.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,273.65,duplicate,N/A
levle1_56.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,273.30,duplicate,N/A
levle1_339.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,271.78,duplicate,N/A
levle0_130.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,270.91,duplicate,N/A
levle1_576.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,269.18,duplicate,N/A
levle1_623.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,268.93,duplicate,N/A
levle1_607.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,265.30,duplicate,N/A
levle0_474.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,263.34,duplicate,N/A
levle1_596.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,262.64,duplicate,N/A
levle1_412.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,254.95,duplicate,N/A
levle2_167.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,253.19,duplicate,N/A
levle1_274.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,248.06,duplicate,N/A
levle1_492.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,247.99,duplicate,N/A
levle0_108.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,241.42,duplicate,N/A
levle2_185.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,239.34,duplicate,N/A
levle1_357.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,238.87,duplicate,N/A
levle0_495.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,232.35,duplicate,N/A
levle1_341.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,232.19,duplicate,N/A
levle0_526.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,231.93,duplicate,N/A
levle1_62.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,229.09,duplicate,N/A
levle1_327.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,227.53,duplicate,N/A
levle1_326.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,221.95,duplicate,N/A
levle2_76.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,220.85,duplicate,N/A
levle0_100.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,220.27,duplicate,N/A
levle0_204.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,219.56,duplicate,N/A
levle1_214.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,218.34,duplicate,N/A
levle1_462.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,216.54,duplicate,N/A
levle1_361.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,213.05,duplicate,N/A
levle1_337.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,208.29,duplicate,N/A
levle1_167.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,207.71,duplicate,N/A
levle1_458.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,205.09,duplicate,N/A
levle0_436.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,203.11,duplicate,N/A
levle0_407.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,197.30,duplicate,N/A
levle1_463.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,196.87,duplicate,N/A
levle1_562.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,196.52,duplicate,N/A
levle0_404.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,192.75,duplicate,N/A
levle1_471.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,189.74,duplicate,N/A
levle1_511.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,189.67,duplicate,N/A
levle1_142.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,184.24,duplicate,N/A
levle1_195.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,183.05,duplicate,N/A
levle1_524.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,181.81,duplicate,N/A
levle0_195.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,181.76,duplicate,N/A
levle2_75.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,178.36,duplicate,N/A
levle1_216.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,178.12,duplicate,N/A
levle0_259.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,176.19,duplicate,N/A
levle1_234.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,175.53,duplicate,N/A
levle1_225.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,171.58,duplicate,N/A
levle2_102.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,170.52,duplicate,N/A
levle1_532.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,168.22,duplicate,N/A
levle1_219.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,167.59,duplicate,N/A
levle1_215.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,167.07,duplicate,N/A
levle3_133.jpg,Level 3,REMOVED,Duplicate of levle0_280.jpg,1324,165.01,duplicate,N/A
levle0_422.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,163.38,duplicate,N/A
levle0_275.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,158.36,duplicate,N/A
levle1_146.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,156.58,duplicate,N/A
levle1_491.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,154.98,duplicate,N/A
levle0_488.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,154.26,duplicate,N/A
levle2_70.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,152.68,duplicate,N/A
levle2_96.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,152.68,duplicate,N/A
levle1_546.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,148.29,duplicate,N/A
levle0_113.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,147.41,duplicate,N/A
levle2_74.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,146.85,duplicate,N/A
levle0_371.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,144.76,duplicate,N/A
levle0_165.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,144.34,duplicate,N/A
levle0_251.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,143.56,duplicate,N/A
levle1_137.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,141.77,duplicate,N/A
levle1_271.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,141.17,duplicate,N/A
levle1_63.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,140.82,duplicate,N/A
levle1_125.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,140.81,duplicate,N/A
levle0_110.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,139.71,duplicate,N/A
levle0_264.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,136.28,duplicate,N/A
levle0_142.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,134.14,duplicate,N/A
levle0_285.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,131.63,duplicate,N/A
levle1_198.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,131.44,duplicate,N/A
levle1_545.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,117.81,duplicate,N/A
levle0_366.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,114.50,duplicate,N/A
levle0_288.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,112.75,duplicate,N/A
levle0_155.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,107.83,duplicate,N/A
levle1_296.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,106.09,duplicate,N/A
levle0_129.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,106.03,duplicate,N/A
levle2_86.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,103.37,duplicate,N/A
levle0_313.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,91.32,duplicate,N/A
levle0_105.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,90.82,duplicate,N/A
levle0_247.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,81.83,duplicate,N/A
levle0_334.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,81.40,duplicate,N/A
levle3_82.jpg,Level 3,REMOVED,Duplicate of levle0_280.jpg,1324,79.99,duplicate,N/A
levle1_630.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,76.39,duplicate,N/A
levle2_144.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,73.09,duplicate,N/A
levle0_284.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,69.28,duplicate,N/A
levle1_175.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,67.94,duplicate,N/A
levle1_513.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,63.32,duplicate,N/A
levle2_187.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,61.07,duplicate,N/A
levle0_43.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,59.39,duplicate,N/A
levle0_391.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,57.77,duplicate,N/A
levle1_233.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,56.64,duplicate,N/A
levle1_487.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,55.33,duplicate,N/A
levle2_73.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,53.70,duplicate,N/A
levle0_329.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,50.58,duplicate,N/A
levle1_318.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,47.97,duplicate,N/A
levle1_221.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,47.58,duplicate,N/A
levle2_37.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,42.96,duplicate,N/A
levle1_490.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,41.01,duplicate,N/A
levle0_426.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,40.99,duplicate,N/A
levle0_328.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,40.34,duplicate,N/A
levle2_142.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,40.27,duplicate,N/A
levle0_427.jpg,Level 0,REMOVED,Duplicate of levle0_280.jpg,1324,40.06,duplicate,N/A
levle1_531.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,39.91,duplicate,N/A
levle1_295.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,34.63,duplicate,N/A
levle2_140.jpg,Level 2,REMOVED,Duplicate of levle0_280.jpg,1324,22.28,duplicate,N/A
levle1_397.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,18.17,duplicate,N/A
levle1_396.jpg,Level 1,REMOVED,Duplicate of levle0_280.jpg,1324,17.86,duplicate,N/A
levle0_109.jpg,Level 0,REMOVED,Duplicate of levle0_137.jpg,137,169.86,duplicate,N/A
levle0_116.jpg,Level 0,REMOVED,Duplicate of levle0_137.jpg,137,106.16,duplicate,N/A
levle0_23.jpg,Level 0,REMOVED,Duplicate of levle0_137.jpg,137,106.16,duplicate,N/A
levle0_11.jpg,Level 0,REJECTED,Severe blur (variance 4.45 < 20),12,4.45,reject,N/A
levle0_349.jpg,Level 0,REMOVED,Duplicate of levle1_449.jpg,869,634.94,duplicate,N/A
levle0_504.jpg,Level 0,REMOVED,Duplicate of levle1_449.jpg,869,571.34,duplicate,N/A
levle0_114.jpg,Level 0,REMOVED,Duplicate of levle1_449.jpg,869,463.29,duplicate,N/A
levle1_450.jpg,Level 1,REMOVED,Duplicate of levle1_449.jpg,869,432.91,duplicate,N/A
levle1_379.jpg,Level 1,REMOVED,Duplicate of levle1_449.jpg,869,408.23,duplicate,N/A
levle1_347.jpg,Level 1,REMOVED,Duplicate of levle1_449.jpg,869,397.08,duplicate,N/A
levle0_268.jpg,Level 0,REMOVED,Duplicate of levle1_449.jpg,869,381.87,duplicate,N/A
levle0_157.jpg,Level 0,REMOVED,Duplicate of levle1_449.jpg,869,367.65,duplicate,N/A
levle0_143.jpg,Level 0,REMOVED,Duplicate of levle1_449.jpg,869,365.01,duplicate,N/A
levle1_57.jpg,Level 1,REMOVED,Duplicate of levle1_449.jpg,869,303.01,duplicate,N/A
levle0_16.jpg,Level 0,REMOVED,Duplicate of levle1_449.jpg,869,290.57,duplicate,N/A
levle0_147.jpg,Level 0,REMOVED,Duplicate of levle1_449.jpg,869,288.98,duplicate,N/A
levle0_196.jpg,Level 0,REMOVED,Duplicate of levle1_449.jpg,869,240.86,duplicate,N/A
levle1_522.jpg,Level 1,REMOVED,Duplicate of levle1_449.jpg,869,144.38,duplicate,N/A
levle0_293.jpg,Level 0,REMOVED,Duplicate of levle1_449.jpg,869,144.10,duplicate,N/A
levle0_294.jpg,Level 0,REMOVED,Duplicate of levle1_449.jpg,869,113.51,duplicate,N/A
levle1_242.jpg,Level 1,REMOVED,Duplicate of levle1_449.jpg,869,106.44,duplicate,N/A
levle1_48.jpg,Level 1,REMOVED,Duplicate of levle1_449.jpg,869,103.69,duplicate,N/A
levle0_27.jpg,Level 0,REMOVED,Duplicate of levle1_449.jpg,869,83.41,duplicate,N/A
