image_id,source_dataset,dataset_version,image_path,split,subtype_label,clinical_quality,confidence_source,primary_use,condition_family,source_weight,sha256,notes
tiswan_000011,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000011.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,8f6911465bf88631bc902fe1c54488d6d130b4d7b349a47ffa61f80c06d0584c,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 98.14.
tiswan_000012,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000012.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,ba47b31b5b7e0c7e0db8d493026b36dcfc9c01d32237fd38ed1c038b4ca9a3e2,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 79.43.
tiswan_000013,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000013.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,9d010bae7455faed48c335f089682c9b71caef2ea9d36997cb47a22d0b217dec,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 63.49.
tiswan_000014,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000014.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,48dc5ee19ec0ac7071da607313043e9b3a42c41ccb3b9eb6c9b204fee42fbbca,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 111.76.
tiswan_000015,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000015.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,534cf7ed400c1e8f62641f16b22ae459c6dcf363b3492f1446b08c14534e4705,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 113.99.
tiswan_000016,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000016.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,30654879bdd26a9088160f3f6493d6f37c9838711ee1023cb99552bd33eda0cd,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 95.66.
tiswan_000017,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000017.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,ef120da51c9dfa0d7ec63d3c56172eb16d1e89cd50fbae33f6ed18954e5ab3f1,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 35.51.
tiswan_000018,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000018.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,6a8107750c7b81901400122093de9f5d33b5bf64bd20f6e48d6703161f2bd096,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 37.79.
tiswan_000019,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000019.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,b02272fd85a79d03b6292fb99448154f2c5c23da3df1d6963727fa9b4a9ca044,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 72.29.
tiswan_000020,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000020.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,3809cbf7954a31988e121ec38abd3e05f301186cffdc99241ccc3f6e989e57db,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 58.4.
tiswan_000021,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000021.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,d045a8304739df67d530ea8a61178a533109045cfbb7aa8c8c5da3c1c1c9df91,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 80.22.
tiswan_000022,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000022.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,638f7c44bfab542688ef078dcd810be65b41c562918e4b5049c8e35e0b4bdea9,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 41.34.
tiswan_000023,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000023.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,dd044a25ce168117b37f98ab1ba1172c2a247cbd29abdc633fcb97518710c748,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 69.41.
tiswan_000024,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000024.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,8ab92532ba678c1986ab6035416b53da386091236c723a2a008d4f93ba8d8859,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 32.21.
tiswan_000025,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000025.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,3689f11a2b78517aabf0b95ced497cfa95fa07cbc16b63122ba6597c2f7a3094,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 65.87.
tiswan_000026,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000026.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,5fbba64d24a8643ebf03fa166bd35045a34ea0dd82301318d05ec2791cfb8fc3,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 66.48.
tiswan_000027,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000027.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,4162769c50bcb576472ea0595e7f47bdbd3304b915bbb4b89f5daaa77ac546f3,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 72.3.
tiswan_000028,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000028.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,0f050fd9154c3d1f192f4fbaf067bb45e9c32e84e5d81cdc6b3fd6e9348749c7,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 96.24.
tiswan_000029,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000029.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,c8693c319752177a1f0feed4f179c7917e645fca95ae9e2b4892ddf262763c0a,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 75.17.
tiswan_000030,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000030.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,540ac14da24bc1a727c94aef1406d1a1b1b0ecb0dfada84892a2e87ef541680c,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 42.41.
tiswan_000031,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000031.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,f346ce38b98853990b84295c7aaaa8f2953f19019aa4e4a0bc8312559c097452,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 89.2.
tiswan_000032,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000032.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,12a73a12549c348286185e609dd1aed2a3b4fe8388684be9395cd125d688bc7e,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 56.92.
tiswan_000033,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000033.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,07d976b4b4e0758738b5a43d5760db38d19c7d4c09e19c12e1963097de59ce1c,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 127.47.
tiswan_000034,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000034.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,91f1bd27584640c8305d050a174a1c7ed447aba73c41452eb4b090e3da2d9190,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 77.48.
tiswan_000035,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000035.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,f9b4512c6750d1638766268360aa36657737d4066afa1d54c1bb81c737649224,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 62.32.
tiswan_000036,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000036.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,cd2c1ab182e714544e6e920558cfa2df7548bc1e7b474bc16be93458eeff0055,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 57.34.
tiswan_000037,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000037.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,1a92361e77b0a2c18f84ecbed3e6f2128c6c33740650f413ace0605ebc4efd69,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 37.35.
tiswan_000038,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000038.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,779292bb4b97a7b0daef005939122972b5233d3a619fe97f8da78be3e0950608,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 88.72.
tiswan_000039,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000039.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,6c1824f1669754f5a382b7463ea55c1ee83348530cee304b0151bd35640a7dd3,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 84.87.
tiswan_000040,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000040.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,e44c49ec41a2d3d0660b013014a5e4c4f16782580be973da9199662393c7f364,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 91.7.
tiswan_000041,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000041.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,c61810ae16d6bd7738d6a805cdb10f3e860e2348615f63ac86b3743620dd5cd7,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 79.33.
tiswan_000042,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000042.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,7506089af6a8d224f403aaa4cbde215b0d9d60a548edc8a03222c7b3933742fc,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 87.52.
tiswan_000043,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000043.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,cd6382ec509fce85f3ab88b0aef8d1568c1d6aba814890768b77e3d992fcbb67,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 96.33.
tiswan_000044,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000044.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,dd3cd562ffe20d3f7640fd94ccd2a8f82792a74d7c4f67ab847c0fb912d93bf3,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 50.2.
tiswan_000045,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000045.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,de96b97a9520be19ff95c4b7204763a096d0267bba166ad9eb1e8f492eb9c040,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 74.99.
tiswan_000046,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000046.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,ce1ca19903e37fc985b4279cb8580293eee296943ee586e13924b67db4003db4,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 75.56.
tiswan_000047,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000047.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,0f0ff74975326a339fbcecd7b3a1643c31f6f48f9748125632c3d9b0c4e6c722,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 37.35.
tiswan_000048,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000048.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,79436d6add0a2b57faaeaf4781d9372b8f7a351da5171e05bbd05234b7abe3e6,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 129.87.
tiswan_000049,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000049.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,23fcfd06ea4e54d0ce88aea4a6187be4d7ae9105e3cb99e022b20152ce568934,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 38.92.
tiswan_000050,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000050.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,e3ed0216d44e1fd8088f7d1abed543dfedd461faa77002385550f083dadda97e,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 65.35.
tiswan_000051,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000051.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,2f83b062a5e8029b5ed22df86a439bf2c6e83c46437f41d845655fef0680abe3,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 63.31.
tiswan_000052,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000052.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,74ebca01cefb9a8a5a14767d2cf186c993a32c218c7ff7eb41b329512863a082,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 54.79.
tiswan_000053,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000053.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,1a01288adc701c4f276d3cfb3b1b2657e15a711c3b796fd36d15fcd7ddea2f1a,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 48.42.
tiswan_000054,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000054.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,2cbaf5decb6fa7e3249c5b4a8bdbff6b78008a3c150b147bbe2a5a5f55860bec,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 87.94.
tiswan_000055,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000055.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,6d7a21f965dfd06771fcc163a05ecac1fbdffddcfd931527d387d53f8417c621,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 80.65.
tiswan_000056,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000056.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,4e7966928aae9bc4d5a2b43194cd85e6cc71043fb5e85df2a3dfc0c5897f4b27,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 96.2.
tiswan_000057,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000057.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,e20cf520a294969f30a3517caf444110dc362af37f12dc37d950d2db21597d6c,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 113.6.
tiswan_000058,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000058.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,8e1548e005506c1faf9871a2f0fb5ae9b3e53bc12fdf35dd0a287bdce45e8075,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 52.04.
tiswan_000059,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000059.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,ff8c0186b25a708e290dd39eb8e3f71d051750587e5f0dcfa2e2b880ca596cd9,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 87.98.
tiswan_000060,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000060.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,abd302e935451a2301dbb97ce31a27726b6878268b96927fdbdb92ca22704f76,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 95.64.
tiswan_000061,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000061.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,7deb66562d4be93a4dae8e938d9eb5f448b65f23a763aff06354a10935ce681f,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 57.0.
tiswan_000062,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000062.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,0a1b6462884423ba97db752592f9114e091b313e681c1cf369e7de88fb8464a1,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 54.24.
tiswan_000063,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000063.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,c15ffca3f94756e45f04855fb87a7c1fa2f3255484e6f18ac5ae8d5154bf7955,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 39.69.
tiswan_000064,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000064.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,b21459dc71008832d5a984ec37b3ae6e0289cd8bec8d2efef84de4f038b50c20,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 77.97.
tiswan_000065,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000065.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,a0318f5180b0c1b7d2b1714c07fb942ae25ccf6c74c183847a8f07abe92d5ce8,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 37.73.
tiswan_000066,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000066.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,4418e45f9f291aef075965db9a4b3550b24e9ecf8cd679140ac832b85480182f,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 36.24.
tiswan_000067,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000067.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,5210d75270a1717336b0c9f2cede91f67d0e7616d9caf5787546e279ee636538,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 128.76.
tiswan_000068,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000068.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,b358828d3199fbc424b53681e4aeda0c369d23f240003d0ded5ae89be8f4a0a3,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 58.44.
tiswan_000069,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000069.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,a11b61a11ec2164a55192152f6c285bfb8d934b7e0496f10766269da0cb57a66,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 136.41.
tiswan_000070,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000070.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,8c774381863a85766df809d32fc022762d54d95720a742750cc4d27f8ed5744e,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 37.94.
tiswan_000071,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000071.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,d1afbafdae79114ef17fee8efee47a5da7577cc111eab4e0caaf14f800b6909f,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 46.72.
tiswan_000072,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000072.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,b5186c221686f0d280348da132f43f6fead0862c0cc2da109842f5ad5a36da2c,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 34.43.
tiswan_000073,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000073.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,afb097d8886c9d3026831df2d91ddb2a2cac7fecfb26e142e31428825577323b,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 33.61.
tiswan_000074,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000074.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,6f63604932dced2ff011bd8ed7b939ff6ff05e217c7de4822e4e169a482bb2c7,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 36.69.
tiswan_000075,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000075.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,cb9bb90b85fa9e40490eef68357f5916b6ba9d7ab8f79f668ec88c22f78c8f2e,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 61.93.
tiswan_000076,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000076.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,4285b76cb1637e2156835b4a7ea753156f2664466dde4854ce3ece046030f141,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 36.54.
tiswan_000077,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000077.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,281aac9230857441171f560153d560988bffaa632d363e3e8307f032775bf852,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 43.59.
tiswan_000078,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000078.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,c9b6a73cbd1f1ec94bb5677b2e7818af5fd64296b46198d06499566b993aa299,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 32.09.
tiswan_000079,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000079.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,221d66f030b613aac3ac33e39c245b5b6cf7379fda55e21e5d84aee3dfc3c6c0,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 66.35.
tiswan_000080,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000080.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,9f894510eb825315cb0287346eb26c37ac4544bac1b353df70c662b2b7a1efc2,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 75.9.
tiswan_000081,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000081.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,6c5108befae49010d2b69094e5ff96a80e3cbd7750abf89c16c43ff96aa434e7,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 70.81.
tiswan_000082,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000082.jpg,train,open_comedo,usable,non_expert,subtype_classification,acne,1.0,ec7cbd8b2540e6ae9177b3cd9b4ca81e9690b62850044570d372a1675ea1f24a,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 100.13.
tiswan_000083,tiswan,cleaned_v1,datasets/skin/acne/final/subtype_classification/train/open_comedo/tiswan_000083.jpg,train,open_comedo,borderline,non_expert,subtype_classification,acne,1.0,d083c2f30ea997df205f9be44a641810bb61646a2e1e931d8e9ca3b620eaff44,Cleaned fine-grained classification image. Class: Blackheads. Blur score: 31.65.
