epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,217.052,1.92186,1.53732,1.30638,0.55004,0.56681,0.55876,0.23675,1.85719,1.62185,1.3029,0.006304,0.006304,0.006304
30,224.147,1.91765,1.57804,1.32576,0.53925,0.53868,0.53488,0.20488,2.0251,1.64583,1.4397,0.006172,0.006172,0.006172
31,231.183,1.91083,1.52868,1.31003,0.56709,0.59149,0.58923,0.25091,1.86481,1.53009,1.35243,0.00604,0.00604,0.00604
32,238.286,1.93531,1.51782,1.30411,0.53076,0.5214,0.51775,0.21402,1.96135,1.55836,1.37796,0.005908,0.005908,0.005908
33,245.316,1.91428,1.51646,1.27844,0.6006,0.54372,0.57995,0.25242,1.86757,1.49631,1.35702,0.005776,0.005776,0.005776
34,252.415,1.90524,1.54628,1.29824,0.49782,0.45764,0.46361,0.20123,1.89416,1.70311,1.33088,0.005644,0.005644,0.005644
35,259.378,1.904,1.49761,1.29544,0.57955,0.58166,0.57102,0.24454,1.87502,1.47888,1.35276,0.005512,0.005512,0.005512
36,266.423,1.91391,1.5041,1.29271,0.54067,0.53868,0.53323,0.23495,1.85271,1.57403,1.36003,0.00538,0.00538,0.00538
37,273.405,1.89931,1.51743,1.28716,0.54803,0.55459,0.54036,0.2316,1.8668,1.53706,1.34091,0.005248,0.005248,0.005248
38,280.506,1.9169,1.47166,1.29375,0.51628,0.48379,0.49224,0.21295,1.90733,1.62906,1.36242,0.005116,0.005116,0.005116
39,287.643,1.87618,1.47887,1.28067,0.51906,0.51441,0.50201,0.20079,1.91506,1.56562,1.34008,0.004984,0.004984,0.004984
40,295.823,1.88251,1.48463,1.2951,0.56403,0.55929,0.56753,0.23706,1.87285,1.57924,1.29799,0.004852,0.004852,0.004852
41,303.606,1.87553,1.46516,1.27109,0.55081,0.59973,0.59325,0.26146,1.8138,1.60689,1.29931,0.00472,0.00472,0.00472
42,311.436,1.8799,1.48847,1.28936,0.55614,0.55633,0.55542,0.24874,1.81933,1.49881,1.31131,0.004588,0.004588,0.004588
43,319.375,1.90213,1.51783,1.28728,0.48915,0.48559,0.45363,0.17761,1.92787,1.60965,1.32342,0.004456,0.004456,0.004456
44,326.704,1.88184,1.51313,1.27817,0.58296,0.55983,0.57566,0.24628,1.86076,1.51244,1.34299,0.004324,0.004324,0.004324
45,334.269,1.86119,1.481,1.29352,0.59595,0.59476,0.61602,0.27681,1.81759,1.43353,1.2914,0.004192,0.004192,0.004192
46,342.484,1.86421,1.45519,1.26015,0.50727,0.49258,0.49447,0.21779,1.90637,1.67868,1.36556,0.00406,0.00406,0.00406
47,350.757,1.85613,1.43657,1.27305,0.57224,0.56666,0.58045,0.25372,1.80807,1.46848,1.29048,0.003928,0.003928,0.003928
48,358.815,1.85376,1.49756,1.30888,0.54248,0.52502,0.51418,0.22881,1.86434,1.53262,1.35922,0.003796,0.003796,0.003796
49,366.462,1.84618,1.47371,1.27759,0.54873,0.54236,0.55623,0.24944,1.85158,1.49635,1.35033,0.003664,0.003664,0.003664
50,374.176,1.85456,1.46392,1.28694,0.60148,0.57341,0.59188,0.26524,1.81332,1.4751,1.31999,0.003532,0.003532,0.003532
51,382.356,1.85032,1.46049,1.26614,0.5575,0.49432,0.53776,0.24089,1.84539,1.56473,1.3426,0.0034,0.0034,0.0034
52,390.815,1.88484,1.46207,1.26356,0.58298,0.60925,0.594,0.25842,1.82789,1.44804,1.31077,0.003268,0.003268,0.003268
53,399.133,1.86086,1.4737,1.25192,0.57487,0.55109,0.56574,0.25376,1.81512,1.47607,1.30952,0.003136,0.003136,0.003136
54,407.384,1.82837,1.4605,1.25416,0.56832,0.56943,0.57725,0.25833,1.81189,1.46628,1.27699,0.003004,0.003004,0.003004
55,414.744,1.82919,1.41856,1.24923,0.57043,0.59389,0.58425,0.25601,1.79251,1.46974,1.29161,0.002872,0.002872,0.002872
