image,split,resolution,blur_score,brightness,lesion_density,quality_score,issues
kurnaz_000137.jpg,train,640x640,68.17,161.22,5,Questionable,Moderate Blur
kurnaz_000138.jpg,train,640x640,33.44,146.56,9,Questionable,Moderate Blur
kurnaz_000139.jpg,train,640x640,33.86,150.49,9,Questionable,Moderate Blur
kurnaz_000140.jpg,train,640x640,69.51,175.85,5,Questionable,Moderate Blur
kurnaz_000141.jpg,train,640x640,27.58,182.14,36,Poor,Severe Blur
kurnaz_000142.jpg,train,640x640,55.26,173.52,13,Questionable,Moderate Blur
kurnaz_000143.jpg,train,640x640,147.74,174.57,13,Good,None
kurnaz_000144.jpg,train,640x640,173.75,156.64,7,Good,None
kurnaz_000145.jpg,train,640x640,210.02,216.81,9,Good,None
kurnaz_000146.jpg,train,640x640,40.79,213.38,9,Questionable,Moderate Blur
kurnaz_000147.jpg,train,640x640,196.3,206.49,9,Good,None
kurnaz_000148.jpg,train,640x640,135.57,198.04,23,Good,None
kurnaz_000149.jpg,train,640x640,160.23,160.18,14,Good,None
kurnaz_000150.jpg,train,640x640,24.57,141.94,18,Poor,Severe Blur
kurnaz_000151.jpg,train,640x640,119.71,144.54,4,Good,None
kurnaz_000152.jpg,train,640x640,22.44,171.42,12,Poor,Severe Blur
kurnaz_000153.jpg,train,640x640,78.67,164.88,14,Questionable,Moderate Blur
kurnaz_000154.jpg,train,640x640,197.89,166.55,14,Good,None
kurnaz_000155.jpg,train,640x640,78.24,149.59,17,Questionable,Moderate Blur
kurnaz_000156.jpg,train,640x640,68.99,149.09,17,Questionable,Moderate Blur
kurnaz_000157.jpg,train,640x640,70.29,195.61,35,Questionable,Moderate Blur
kurnaz_000158.jpg,train,640x640,276.34,186.77,35,Good,None
kurnaz_000159.jpg,train,640x640,175.09,184.99,35,Good,None
kurnaz_000160.jpg,train,640x640,138.06,167.92,22,Good,None
kurnaz_000161.jpg,train,640x640,180.84,187.54,22,Good,None
kurnaz_000162.jpg,train,640x640,80.17,177.25,22,Questionable,Moderate Blur
kurnaz_000163.jpg,train,640x640,41.45,173.54,9,Questionable,Moderate Blur
kurnaz_000164.jpg,train,640x640,115.42,174.86,9,Good,None
kurnaz_000165.jpg,train,640x640,151.76,175.82,9,Good,None
kurnaz_000166.jpg,train,640x640,98.26,157.51,6,Questionable,Moderate Blur
kurnaz_000167.jpg,train,640x640,77.56,215.83,11,Questionable,Moderate Blur
kurnaz_000168.jpg,train,640x640,287.84,187.54,6,Good,None
kurnaz_000169.jpg,train,640x640,94.24,177.49,10,Questionable,Moderate Blur
kurnaz_000170.jpg,train,640x640,261.07,178.05,10,Good,None
kurnaz_000171.jpg,train,640x640,352.26,183.48,10,Good,None
kurnaz_000172.jpg,train,640x640,206.95,181.94,16,Good,None
kurnaz_000173.jpg,train,640x640,179.61,191.82,16,Good,None
kurnaz_000174.jpg,train,640x640,49.33,186.74,16,Questionable,Moderate Blur
kurnaz_000175.jpg,train,640x640,274.99,220.63,12,Good,None
kurnaz_000176.jpg,train,640x640,312.14,233.2,12,Poor,Extreme Glare/Overexposed
kurnaz_000177.jpg,train,640x640,49.03,194.98,5,Questionable,Moderate Blur
kurnaz_000178.jpg,train,640x640,111.45,161.44,7,Good,None
kurnaz_000179.jpg,train,640x640,120.84,149.87,18,Good,None
kurnaz_000180.jpg,train,640x640,58.61,157.93,0,Questionable,Moderate Blur | No Annotations
kurnaz_000181.jpg,train,640x640,104.59,151.58,0,Questionable,No Annotations
kurnaz_000182.jpg,train,640x640,322.36,197.92,11,Good,None
kurnaz_000183.jpg,train,640x640,47.17,198.08,11,Questionable,Moderate Blur
kurnaz_000184.jpg,train,640x640,168.69,183.39,24,Good,None
kurnaz_000185.jpg,train,640x640,43.22,155.3,9,Questionable,Moderate Blur
kurnaz_000186.jpg,train,640x640,40.47,151.31,6,Questionable,Moderate Blur
kurnaz_000187.jpg,train,640x640,246.33,156.04,6,Good,None
kurnaz_000188.jpg,train,640x640,162.77,152.17,7,Good,None
kurnaz_000189.jpg,train,640x640,609.37,152.93,7,Excellent,None
kurnaz_000190.jpg,train,640x640,354.04,151.06,7,Good,None
kurnaz_000191.jpg,train,640x640,68.79,114.92,11,Questionable,Moderate Blur
kurnaz_000192.jpg,train,640x640,41.88,118.26,11,Questionable,Moderate Blur
kurnaz_000193.jpg,train,640x640,183.49,221.02,17,Good,None
kurnaz_000194.jpg,train,640x640,22.67,235.41,23,Poor,Severe Blur | Extreme Glare/Overexposed
kurnaz_000195.jpg,train,640x640,157.33,175.36,9,Good,None
kurnaz_000196.jpg,train,640x640,119.37,178.72,16,Good,None
kurnaz_000197.jpg,train,640x640,183.41,171.24,16,Good,None
kurnaz_000198.jpg,train,640x640,50.95,175.41,16,Questionable,Moderate Blur
kurnaz_000199.jpg,train,640x640,96.34,151.29,13,Questionable,Moderate Blur
kurnaz_000200.jpg,train,640x640,270.16,143.59,13,Good,None
kurnaz_000201.jpg,train,640x640,250.91,143.67,13,Good,None
kurnaz_000202.jpg,train,640x640,136.31,198.47,6,Good,None
kurnaz_000203.jpg,train,640x640,241.26,195.46,6,Good,None
kurnaz_000204.jpg,train,640x640,109.22,193.78,6,Good,None
kurnaz_000205.jpg,train,640x640,238.5,231.52,2,Poor,Extreme Glare/Overexposed
kurnaz_000206.jpg,train,640x640,237.25,181.3,10,Good,None
kurnaz_000207.jpg,train,640x640,54.19,174.06,10,Questionable,Moderate Blur
kurnaz_000208.jpg,train,640x640,194.65,158.41,15,Good,None
kurnaz_000209.jpg,train,640x640,29.26,212.35,12,Poor,Severe Blur
kurnaz_000210.jpg,train,640x640,34.25,136.91,5,Questionable,Moderate Blur
kurnaz_000211.jpg,train,640x640,85.15,176.84,28,Questionable,Moderate Blur
kurnaz_000212.jpg,train,640x640,227.18,174.49,28,Good,None
kurnaz_000213.jpg,train,640x640,74.59,179.74,25,Questionable,Moderate Blur
kurnaz_000214.jpg,train,640x640,36.36,138.39,0,Questionable,Moderate Blur | No Annotations
kurnaz_000215.jpg,train,640x640,73.51,135.14,0,Questionable,Moderate Blur | No Annotations
kurnaz_000216.jpg,train,640x640,314.41,162.62,13,Good,None
kurnaz_000217.jpg,train,640x640,199.68,157.6,13,Good,None
kurnaz_000218.jpg,train,640x640,77.15,162.13,13,Questionable,Moderate Blur
kurnaz_000219.jpg,train,640x640,24.77,201.67,1,Poor,Severe Blur
kurnaz_000220.jpg,train,640x640,22.75,201.73,8,Poor,Severe Blur
kurnaz_000221.jpg,train,640x640,209.4,195.64,8,Good,None
kurnaz_000222.jpg,train,640x640,163.06,151.16,16,Good,None
kurnaz_000223.jpg,train,640x640,119.75,155.79,16,Good,None
kurnaz_000224.jpg,train,640x640,139.22,152.82,16,Good,None
kurnaz_000225.jpg,train,640x640,132.69,155.29,38,Good,None
kurnaz_000226.jpg,train,640x640,68.08,158.98,38,Questionable,Moderate Blur
kurnaz_000227.jpg,train,640x640,40.31,208.3,16,Questionable,Moderate Blur
kurnaz_000228.jpg,train,640x640,24.64,228.55,18,Poor,Severe Blur | Extreme Glare/Overexposed
kurnaz_000229.jpg,train,640x640,61.83,129.14,13,Questionable,Moderate Blur
kurnaz_000230.jpg,train,640x640,63.67,135.65,13,Questionable,Moderate Blur
kurnaz_000231.jpg,train,640x640,50.74,173.6,7,Questionable,Moderate Blur
kurnaz_000232.jpg,train,640x640,127.94,217.27,11,Good,None
kurnaz_000233.jpg,train,640x640,65.8,144.27,14,Questionable,Moderate Blur
kurnaz_000234.jpg,train,640x640,30.52,175.07,21,Questionable,Moderate Blur
kurnaz_000235.jpg,train,640x640,23.77,176.07,6,Poor,Severe Blur
kurnaz_000236.jpg,train,640x640,142.99,160.87,5,Good,None
kurnaz_000237.jpg,train,640x640,45.83,142.29,22,Questionable,Moderate Blur
kurnaz_000238.jpg,train,640x640,71.56,175.68,9,Questionable,Moderate Blur
kurnaz_000239.jpg,train,640x640,125.35,190.3,2,Good,None
kurnaz_000240.jpg,train,640x640,75.11,196.64,2,Questionable,Moderate Blur
kurnaz_000241.jpg,train,640x640,160.18,180.47,8,Good,None
kurnaz_000242.jpg,train,640x640,20.54,184.26,8,Poor,Severe Blur
kurnaz_000243.jpg,train,640x640,35.23,172.06,6,Questionable,Moderate Blur
kurnaz_000244.jpg,train,640x640,90.57,134.16,24,Questionable,Moderate Blur
kurnaz_000245.jpg,train,640x640,175.79,207.31,9,Good,None
kurnaz_000246.jpg,train,640x640,72.8,178.66,4,Questionable,Moderate Blur
kurnaz_000247.jpg,train,640x640,31.05,139.04,15,Questionable,Moderate Blur
kurnaz_000248.jpg,train,640x640,102.73,163.47,7,Good,None
kurnaz_000249.jpg,train,640x640,117.46,154.0,5,Good,None
kurnaz_000250.jpg,train,640x640,57.63,176.53,17,Questionable,Moderate Blur
kurnaz_000251.jpg,train,640x640,152.89,197.83,15,Good,None
kurnaz_000252.jpg,train,640x640,176.14,194.66,15,Good,None
kurnaz_000253.jpg,train,640x640,21.42,124.03,7,Poor,Severe Blur
kurnaz_000254.jpg,train,640x640,338.73,208.93,5,Good,None
kurnaz_000255.jpg,train,640x640,61.25,211.52,5,Questionable,Moderate Blur
kurnaz_000256.jpg,train,640x640,23.81,134.75,20,Poor,Severe Blur
kurnaz_000257.jpg,train,640x640,38.39,125.08,20,Questionable,Moderate Blur
kurnaz_000258.jpg,train,640x640,91.86,136.56,0,Questionable,Moderate Blur | No Annotations
kurnaz_000259.jpg,train,640x640,72.69,143.94,5,Questionable,Moderate Blur
kurnaz_000260.jpg,train,640x640,24.38,153.51,11,Poor,Severe Blur
kurnaz_000261.jpg,train,640x640,125.1,138.3,8,Good,None
kurnaz_000262.jpg,train,640x640,22.43,177.83,13,Poor,Severe Blur
kurnaz_000263.jpg,train,640x640,136.43,173.95,13,Good,None
kurnaz_000264.jpg,train,640x640,37.14,151.64,2,Questionable,Moderate Blur
kurnaz_000265.jpg,train,640x640,43.3,169.32,17,Questionable,Moderate Blur
kurnaz_000266.jpg,train,640x640,23.32,169.12,8,Poor,Severe Blur
kurnaz_000267.jpg,train,640x640,28.16,189.32,26,Poor,Severe Blur
kurnaz_000268.jpg,train,640x640,60.74,210.66,5,Questionable,Moderate Blur
kurnaz_000269.jpg,train,640x640,54.9,118.78,4,Questionable,Moderate Blur
kurnaz_000270.jpg,train,640x640,87.19,130.4,7,Questionable,Moderate Blur
kurnaz_000271.jpg,train,640x640,157.18,173.62,21,Good,None
kurnaz_000272.jpg,train,640x640,95.64,189.83,14,Questionable,Moderate Blur
kurnaz_000273.jpg,train,640x640,78.86,164.87,13,Questionable,Moderate Blur
kurnaz_000274.jpg,train,640x640,20.89,160.97,13,Poor,Severe Blur
kurnaz_000275.jpg,train,640x640,33.69,198.31,4,Questionable,Moderate Blur
kurnaz_000276.jpg,train,640x640,60.5,173.62,6,Questionable,Moderate Blur
kurnaz_000277.jpg,train,640x640,20.59,137.63,3,Poor,Severe Blur
kurnaz_000278.jpg,train,640x640,75.31,143.25,2,Questionable,Moderate Blur
kurnaz_000279.jpg,train,640x640,46.65,109.31,4,Questionable,Moderate Blur
kurnaz_000280.jpg,train,640x640,71.41,117.06,17,Questionable,Moderate Blur
kurnaz_000281.jpg,train,640x640,82.63,104.81,8,Questionable,Moderate Blur
kurnaz_000282.jpg,train,640x640,119.4,194.9,8,Good,None
kurnaz_000283.jpg,train,640x640,57.39,153.24,11,Questionable,Moderate Blur
kurnaz_000284.jpg,train,640x640,50.45,103.69,6,Questionable,Moderate Blur
kurnaz_000285.jpg,train,640x640,160.08,216.12,9,Good,None
kurnaz_000286.jpg,train,640x640,73.53,178.77,12,Questionable,Moderate Blur
kurnaz_000287.jpg,train,640x640,47.08,140.43,8,Questionable,Moderate Blur
kurnaz_000288.jpg,train,640x640,49.88,143.1,8,Questionable,Moderate Blur
kurnaz_000289.jpg,train,640x640,92.04,204.14,14,Questionable,Moderate Blur
